Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3845,0.5536,0.0888,0.0862,0.7261,0.154,17,17.8,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.8123,0.8291,0.2636,0.2426,0.675,0.357,33,36.1,0f50fb19f263c430
