Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3263,0.6148,0.0301,0.0289,0.8701,0.0559,30,30.9,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7103,0.8435,0.1052,0.0642,0.8571,0.1194,24,26.2,0f50fb19f263c430
