Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3574,0.5539,0.0886,0.0852,0.7522,0.153,30,31.3,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7811,0.8324,0.2705,0.2239,0.7445,0.3443,29,31.5,0f50fb19f263c430
