Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,ICU,Sequence Only,0.341,0.5444,0.1547,0.1509,0.8017,0.254,30,33.3,14d2082d80407129
BiLSTM,ICU,Sequence + Tabular,0.7472,0.7884,0.4374,0.3128,0.6728,0.427,20,24.0,14d2082d80407129
BiLSTM,SW,Sequence Only,0.6832,0.6944,0.6348,0.711,0.5264,0.6049,24,5.2,476006eb47fe7cf9
BiLSTM,SW,Sequence + Tabular,0.7396,0.8051,0.8029,0.7484,0.655,0.6986,29,6.8,476006eb47fe7cf9
