Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,ICU,Sequence Only,0.3337,0.5501,0.157,0.1506,0.8104,0.254,27,30.8,14d2082d80407129
BiLSTM,ICU,Sequence + Tabular,0.7313,0.7899,0.4394,0.3008,0.6942,0.4197,25,30.7,14d2082d80407129
BiLSTM,SW,Sequence Only,0.6854,0.6906,0.6397,0.7255,0.5101,0.599,16,3.5,476006eb47fe7cf9
BiLSTM,SW,Sequence + Tabular,0.7404,0.8072,0.8059,0.7525,0.6504,0.6977,35,8.4,476006eb47fe7cf9
