Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.4399,0.5489,0.087,0.0859,0.649,0.1517,12,12.5,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7994,0.8323,0.2708,0.2364,0.7175,0.3556,32,35.1,0f50fb19f263c430
