Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,ICU,Sequence Only,0.2885,0.5375,0.1278,0.1264,0.8436,0.2198,21,27.3,6e09b6e8a1606e84
BiLSTM,ICU,Sequence + Tabular,0.7541,0.785,0.3804,0.2774,0.6663,0.3917,28,39.0,6e09b6e8a1606e84
BiLSTM,SW,Sequence Only,0.9139,0.69,0.3496,0.5667,0.3628,0.4424,16,16.5,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.8504,0.8916,0.6013,0.3577,0.7399,0.4822,28,30.9,0f50fb19f263c430
