Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.4188,0.562,0.1061,0.1061,0.7166,0.1848,19,19.8,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7795,0.8321,0.3169,0.2588,0.7506,0.3849,27,29.6,0f50fb19f263c430
