Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.4889,0.6153,0.0307,0.0312,0.7078,0.0597,27,28.0,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7292,0.8428,0.1038,0.0671,0.8377,0.1242,25,27.8,0f50fb19f263c430
