Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3852,0.5605,0.1051,0.1031,0.7393,0.181,23,23.9,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7998,0.8322,0.3121,0.2744,0.7166,0.3969,29,32.2,0f50fb19f263c430
