Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,ICU,Sequence Only,0.288,0.5362,0.1273,0.1262,0.8426,0.2195,30,39.2,6e09b6e8a1606e84
BiLSTM,ICU,Sequence + Tabular,0.7513,0.7908,0.3876,0.2756,0.6713,0.3908,36,50.1,6e09b6e8a1606e84
BiLSTM,SW,Sequence Only,0.912,0.6956,0.3605,0.5487,0.37,0.4419,16,16.4,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.8618,0.8923,0.6047,0.3783,0.7273,0.4977,34,37.5,0f50fb19f263c430
