Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3945,0.5488,0.0861,0.0866,0.7175,0.1546,14,14.6,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.8032,0.8318,0.2655,0.239,0.7097,0.3575,29,31.8,0f50fb19f263c430
