Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id,Variant,Seed,Test_Time_s,n_features,pos_rate
GB,SW,With BoW,0.8107,0.9157,0.6301,0.3186,0.887,0.4688,,31.413,0f50fb19f263c430,lat,1,0.057,344.0,0.0953
KNN,SW,With BoW,0.9265,0.7077,0.3843,0.7532,0.3257,0.4547,,0.035,0f50fb19f263c430,lat,1,5.862,344.0,0.0953
LR,SW,With BoW,0.8564,0.8839,0.5299,0.3688,0.7375,0.4917,,1.449,0f50fb19f263c430,lat,2,0.022,344.0,0.0953
RF,SW,With BoW,0.9306,0.9076,0.622,0.8364,0.3273,0.4705,,3.503,0f50fb19f263c430,lat,2,0.082,344.0,0.0953
GB,SW,With BoW,0.8107,0.9156,0.6302,0.3186,0.887,0.4688,,30.996,0f50fb19f263c430,lat,2,0.051,344.0,0.0953
KNN,SW,With BoW,0.9265,0.7077,0.3843,0.7532,0.3257,0.4547,,0.035,0f50fb19f263c430,lat,2,4.751,344.0,0.0953
LR,SW,With BoW,0.8564,0.8839,0.5299,0.3688,0.7375,0.4917,,1.834,0f50fb19f263c430,lat,3,0.023,344.0,0.0953
RF,SW,With BoW,0.9308,0.9072,0.6198,0.8411,0.3265,0.4704,,3.497,0f50fb19f263c430,lat,3,0.092,344.0,0.0953
GB,SW,With BoW,0.8107,0.9157,0.6302,0.3186,0.887,0.4688,,31.362,0f50fb19f263c430,lat,3,0.043,344.0,0.0953
KNN,SW,With BoW,0.9265,0.7077,0.3843,0.7532,0.3257,0.4547,,0.036,0f50fb19f263c430,lat,3,4.62,344.0,0.0953
LR,SW,With BoW,0.8564,0.8839,0.5299,0.3688,0.7375,0.4917,,1.511,0f50fb19f263c430,lat,4,0.024,344.0,0.0953
RF,SW,With BoW,0.9309,0.9082,0.6236,0.85,0.3225,0.4676,,3.601,0f50fb19f263c430,lat,4,0.093,344.0,0.0953
GB,SW,With BoW,0.8107,0.9156,0.6301,0.3186,0.887,0.4688,,31.097,0f50fb19f263c430,lat,4,0.05,344.0,0.0953
KNN,SW,With BoW,0.9265,0.7077,0.3843,0.7532,0.3257,0.4547,,0.034,0f50fb19f263c430,lat,4,4.866,344.0,0.0953
LR,ICU,No Process,0.7244,0.7504,0.4162,0.3071,0.6512,0.4174,,0.16,6e09b6e8a1606e84,old,42,0.005,59.0,0.149
RF,ICU,No Process,0.8538,0.7338,0.3806,0.6729,0.0698,0.1265,,3.004,6e09b6e8a1606e84,old,42,0.144,59.0,0.149
GB,ICU,No Process,0.7288,0.7523,0.4168,0.3098,0.6422,0.418,,12.799,6e09b6e8a1606e84,old,42,0.025,59.0,0.149
KNN,ICU,No Process,0.839,0.5895,0.2008,0.3542,0.0749,0.1237,,0.013,6e09b6e8a1606e84,old,42,3.877,59.0,0.149
LR,ICU,No Process,0.7244,0.7504,0.4162,0.3071,0.6512,0.4174,,0.158,6e09b6e8a1606e84,old,1,0.005,59.0,0.149
RF,ICU,No Process,0.8537,0.7377,0.3857,0.6667,0.0702,0.1271,,3.01,6e09b6e8a1606e84,old,1,0.122,59.0,0.149
GB,ICU,No Process,0.7289,0.7523,0.4167,0.3099,0.6422,0.418,,12.697,6e09b6e8a1606e84,old,1,0.024,59.0,0.149
KNN,ICU,No Process,0.839,0.5895,0.2008,0.3542,0.0749,0.1237,,0.012,6e09b6e8a1606e84,old,1,2.058,59.0,0.149
LR,ICU,No Process,0.7244,0.7504,0.4162,0.3071,0.6512,0.4174,,0.144,6e09b6e8a1606e84,old,2,0.005,59.0,0.149
RF,ICU,No Process,0.8533,0.7336,0.3788,0.6566,0.0679,0.1231,,2.685,6e09b6e8a1606e84,old,2,0.1,59.0,0.149
GB,ICU,No Process,0.7289,0.7523,0.4166,0.3099,0.6422,0.418,,12.302,6e09b6e8a1606e84,old,2,0.026,59.0,0.149
KNN,ICU,No Process,0.839,0.5895,0.2008,0.3542,0.0749,0.1237,,0.011,6e09b6e8a1606e84,old,2,2.121,59.0,0.149
LR,ICU,No Process,0.7244,0.7504,0.4162,0.3071,0.6512,0.4174,,0.152,6e09b6e8a1606e84,old,3,0.005,59.0,0.149
RF,ICU,No Process,0.8522,0.7341,0.3804,0.6143,0.0671,0.121,,2.667,6e09b6e8a1606e84,old,3,0.099,59.0,0.149
GB,ICU,No Process,0.7289,0.7523,0.4166,0.3099,0.6422,0.418,,13.383,6e09b6e8a1606e84,old,3,0.024,59.0,0.149
KNN,ICU,No Process,0.839,0.5895,0.2008,0.3542,0.0749,0.1237,,0.012,6e09b6e8a1606e84,old,3,2.604,59.0,0.149
LR,ICU,No Process,0.7244,0.7504,0.4162,0.3071,0.6512,0.4174,,0.159,6e09b6e8a1606e84,old,4,0.005,59.0,0.149
RF,ICU,No Process,0.8537,0.7388,0.3862,0.6679,0.0698,0.1265,,2.792,6e09b6e8a1606e84,old,4,0.1,59.0,0.149
GB,ICU,No Process,0.7288,0.7523,0.4167,0.3098,0.6422,0.418,,12.629,6e09b6e8a1606e84,old,4,0.025,59.0,0.149
KNN,ICU,No Process,0.839,0.5895,0.2008,0.3542,0.0749,0.1237,,0.011,6e09b6e8a1606e84,old,4,2.244,59.0,0.149
LR,ICU,With Process,0.7583,0.7926,0.5149,0.3476,0.6769,0.4593,,0.183,6e09b6e8a1606e84,old,42,0.01,76.0,0.149
RF,ICU,With Process,0.8628,0.8291,0.5053,0.7075,0.1623,0.264,,3.21,6e09b6e8a1606e84,old,42,0.134,76.0,0.149
GB,ICU,With Process,0.7852,0.8424,0.548,0.3908,0.7452,0.5128,,19.401,6e09b6e8a1606e84,old,42,0.029,76.0,0.149
KNN,ICU,With Process,0.8436,0.6004,0.211,0.4102,0.0722,0.1228,,0.015,6e09b6e8a1606e84,old,42,2.31,76.0,0.149
LR,ICU,With Process,0.7583,0.7926,0.5149,0.3476,0.6769,0.4593,,0.231,6e09b6e8a1606e84,old,1,0.007,76.0,0.149
RF,ICU,With Process,0.8627,0.8279,0.5069,0.7101,0.1596,0.2606,,3.006,6e09b6e8a1606e84,old,1,0.089,76.0,0.149
GB,ICU,With Process,0.7852,0.8424,0.5481,0.3908,0.7452,0.5128,,18.318,6e09b6e8a1606e84,old,1,0.033,76.0,0.149
KNN,ICU,With Process,0.8436,0.6004,0.211,0.4102,0.0722,0.1228,,0.015,6e09b6e8a1606e84,old,1,2.211,76.0,0.149
LR,ICU,With Process,0.7583,0.7926,0.5149,0.3476,0.6769,0.4593,,0.174,6e09b6e8a1606e84,old,2,0.006,76.0,0.149
RF,ICU,With Process,0.8632,0.8312,0.5095,0.7163,0.1615,0.2636,,2.932,6e09b6e8a1606e84,old,2,0.089,76.0,0.149
GB,ICU,With Process,0.7852,0.8424,0.548,0.3908,0.7452,0.5128,,18.28,6e09b6e8a1606e84,old,2,0.027,76.0,0.149
KNN,ICU,With Process,0.8436,0.6004,0.211,0.4102,0.0722,0.1228,,0.015,6e09b6e8a1606e84,old,2,2.221,76.0,0.149
LR,ICU,With Process,0.7583,0.7926,0.5149,0.3476,0.6769,0.4593,,0.182,6e09b6e8a1606e84,old,3,0.006,76.0,0.149
RF,ICU,With Process,0.8613,0.8274,0.5001,0.6938,0.1529,0.2506,,2.929,6e09b6e8a1606e84,old,3,0.09,76.0,0.149
GB,ICU,With Process,0.7852,0.8424,0.5481,0.3908,0.7452,0.5128,,18.832,6e09b6e8a1606e84,old,3,0.027,76.0,0.149
KNN,ICU,With Process,0.8436,0.6004,0.211,0.4102,0.0722,0.1228,,0.017,6e09b6e8a1606e84,old,3,2.291,76.0,0.149
LR,ICU,With Process,0.7583,0.7926,0.5149,0.3476,0.6769,0.4593,,0.182,6e09b6e8a1606e84,old,4,0.007,76.0,0.149
RF,ICU,With Process,0.8623,0.8287,0.5069,0.7063,0.1576,0.2577,,3.354,6e09b6e8a1606e84,old,4,0.112,76.0,0.149
GB,ICU,With Process,0.7852,0.8424,0.5481,0.3908,0.7452,0.5128,,19.777,6e09b6e8a1606e84,old,4,0.036,76.0,0.149
KNN,ICU,With Process,0.8436,0.6004,0.211,0.4102,0.0722,0.1228,,0.017,6e09b6e8a1606e84,old,4,2.643,76.0,0.149
LR,ICU,With BoW,0.7666,0.7909,0.5166,0.3573,0.6754,0.4673,,1.236,6e09b6e8a1606e84,old,42,0.03,356.0,0.149
RF,ICU,With BoW,0.8561,0.8179,0.4739,0.7134,0.0854,0.1526,,5.266,6e09b6e8a1606e84,old,42,0.114,356.0,0.149
GB,ICU,With BoW,0.7848,0.8419,0.5465,0.3905,0.7468,0.5128,,44.99,6e09b6e8a1606e84,old,42,0.058,356.0,0.149
KNN,ICU,With BoW,0.8416,0.5881,0.1995,0.3634,0.0597,0.1025,,0.058,6e09b6e8a1606e84,old,42,6.94,356.0,0.149
LR,ICU,With BoW,0.7666,0.7909,0.5166,0.3573,0.6754,0.4673,,1.215,6e09b6e8a1606e84,old,1,0.027,356.0,0.149
RF,ICU,With BoW,0.8572,0.8202,0.49,0.738,0.0901,0.1606,,5.539,6e09b6e8a1606e84,old,1,0.182,356.0,0.149
GB,ICU,With BoW,0.7848,0.8419,0.5465,0.3905,0.7468,0.5128,,42.122,6e09b6e8a1606e84,old,1,0.063,356.0,0.149
KNN,ICU,With BoW,0.8416,0.5881,0.1995,0.3634,0.0597,0.1025,,0.061,6e09b6e8a1606e84,old,1,6.895,356.0,0.149
LR,ICU,With BoW,0.7666,0.7909,0.5166,0.3573,0.6754,0.4673,,1.07,6e09b6e8a1606e84,old,2,0.027,356.0,0.149
RF,ICU,With BoW,0.8574,0.8218,0.4817,0.727,0.0956,0.169,,4.961,6e09b6e8a1606e84,old,2,0.148,356.0,0.149
GB,ICU,With BoW,0.7848,0.8419,0.5465,0.3905,0.7468,0.5128,,40.376,6e09b6e8a1606e84,old,2,0.058,356.0,0.149
KNN,ICU,With BoW,0.8416,0.5881,0.1995,0.3634,0.0597,0.1025,,0.06,6e09b6e8a1606e84,old,2,6.553,356.0,0.149
LR,ICU,With BoW,0.7666,0.7909,0.5166,0.3573,0.6754,0.4673,,1.057,6e09b6e8a1606e84,old,3,0.026,356.0,0.149
RF,ICU,With BoW,0.8565,0.8198,0.4774,0.7331,0.0847,0.1518,,4.767,6e09b6e8a1606e84,old,3,0.112,356.0,0.149
GB,ICU,With BoW,0.7848,0.8419,0.5465,0.3905,0.7468,0.5128,,44.289,6e09b6e8a1606e84,old,3,0.175,356.0,0.149
KNN,ICU,With BoW,0.8416,0.5881,0.1995,0.3634,0.0597,0.1025,,0.112,6e09b6e8a1606e84,old,3,8.079,356.0,0.149
LR,ICU,With BoW,0.7666,0.7909,0.5166,0.3573,0.6754,0.4673,,1.097,6e09b6e8a1606e84,old,4,0.028,356.0,0.149
RF,ICU,With BoW,0.8555,0.8226,0.4846,0.7055,0.0804,0.1443,,5.238,6e09b6e8a1606e84,old,4,0.173,356.0,0.149
GB,ICU,With BoW,0.7848,0.8419,0.5465,0.3905,0.7468,0.5128,,44.139,6e09b6e8a1606e84,old,4,0.062,356.0,0.149
KNN,ICU,With BoW,0.8416,0.5881,0.1995,0.3634,0.0597,0.1025,,0.059,6e09b6e8a1606e84,old,4,7.283,356.0,0.149
LR,SW,No Process,0.735,0.7064,0.293,0.278,0.5694,0.3736,,0.136,0f50fb19f263c430,old,42,0.004,59.0,0.1429
RF,SW,No Process,0.8636,0.6984,0.324,0.5611,0.0788,0.1382,,1.965,0f50fb19f263c430,old,42,0.078,59.0,0.1429
GB,SW,No Process,0.7311,0.7134,0.323,0.275,0.5727,0.3715,,8.935,0f50fb19f263c430,old,42,0.018,59.0,0.1429
KNN,SW,No Process,0.8494,0.5985,0.194,0.3508,0.1003,0.156,,0.009,0f50fb19f263c430,old,42,1.43,59.0,0.1429
LR,SW,No Process,0.735,0.7064,0.293,0.278,0.5694,0.3736,,0.129,0f50fb19f263c430,old,1,0.004,59.0,0.1429
RF,SW,No Process,0.8626,0.6969,0.3211,0.5353,0.0772,0.135,,2.188,0f50fb19f263c430,old,1,0.09,59.0,0.1429
GB,SW,No Process,0.7312,0.7134,0.3229,0.275,0.5727,0.3716,,8.968,0f50fb19f263c430,old,1,0.018,59.0,0.1429
KNN,SW,No Process,0.8494,0.5985,0.194,0.3508,0.1003,0.156,,0.008,0f50fb19f263c430,old,1,1.33,59.0,0.1429
LR,SW,No Process,0.735,0.7064,0.293,0.278,0.5694,0.3736,,0.123,0f50fb19f263c430,old,2,0.005,59.0,0.1429
RF,SW,No Process,0.8637,0.6954,0.3211,0.5714,0.0729,0.1293,,1.949,0f50fb19f263c430,old,2,0.08,59.0,0.1429
GB,SW,No Process,0.7312,0.7134,0.3229,0.275,0.5727,0.3716,,8.738,0f50fb19f263c430,old,2,0.018,59.0,0.1429
KNN,SW,No Process,0.8494,0.5985,0.194,0.3508,0.1003,0.156,,0.008,0f50fb19f263c430,old,2,1.346,59.0,0.1429
LR,SW,No Process,0.735,0.7064,0.293,0.278,0.5694,0.3736,,0.138,0f50fb19f263c430,old,3,0.004,59.0,0.1429
RF,SW,No Process,0.8641,0.6965,0.3209,0.5777,0.0777,0.1371,,2.131,0f50fb19f263c430,old,3,0.09,59.0,0.1429
GB,SW,No Process,0.7312,0.7134,0.3229,0.275,0.5727,0.3716,,8.804,0f50fb19f263c430,old,3,0.017,59.0,0.1429
KNN,SW,No Process,0.8494,0.5985,0.194,0.3508,0.1003,0.156,,0.009,0f50fb19f263c430,old,3,1.498,59.0,0.1429
LR,SW,No Process,0.735,0.7064,0.293,0.278,0.5694,0.3736,,0.121,0f50fb19f263c430,old,4,0.004,59.0,0.1429
RF,SW,No Process,0.8634,0.6978,0.3242,0.5597,0.0729,0.129,,2.134,0f50fb19f263c430,old,4,0.079,59.0,0.1429
GB,SW,No Process,0.7311,0.7134,0.323,0.275,0.5727,0.3715,,8.921,0f50fb19f263c430,old,4,0.018,59.0,0.1429
KNN,SW,No Process,0.8494,0.5985,0.194,0.3508,0.1003,0.156,,0.008,0f50fb19f263c430,old,4,1.308,59.0,0.1429
LR,SW,With Process,0.8142,0.8577,0.5209,0.4076,0.7475,0.5275,,0.188,0f50fb19f263c430,old,42,0.005,76.0,0.1429
RF,SW,With Process,0.8919,0.8975,0.6432,0.7689,0.3158,0.4477,,2.539,0f50fb19f263c430,old,42,0.079,76.0,0.1429
GB,SW,With Process,0.8195,0.8986,0.6463,0.4259,0.8627,0.5703,,14.45,0f50fb19f263c430,old,42,0.032,76.0,0.1429
KNN,SW,With Process,0.8716,0.6623,0.3142,0.619,0.1952,0.2968,,0.011,0f50fb19f263c430,old,42,1.812,76.0,0.1429
LR,SW,With Process,0.8142,0.8577,0.5209,0.4076,0.7475,0.5275,,0.21,0f50fb19f263c430,old,1,0.006,76.0,0.1429
RF,SW,With Process,0.8909,0.8949,0.6427,0.7737,0.3024,0.4348,,2.514,0f50fb19f263c430,old,1,0.08,76.0,0.1429
GB,SW,With Process,0.8195,0.8986,0.6463,0.4259,0.8627,0.5703,,14.269,0f50fb19f263c430,old,1,0.028,76.0,0.1429
KNN,SW,With Process,0.8716,0.6623,0.3142,0.619,0.1952,0.2968,,0.01,0f50fb19f263c430,old,1,1.454,76.0,0.1429
LR,SW,With Process,0.8142,0.8577,0.5209,0.4076,0.7475,0.5275,,0.204,0f50fb19f263c430,old,2,0.005,76.0,0.1429
RF,SW,With Process,0.892,0.896,0.6401,0.7782,0.3105,0.4438,,2.106,0f50fb19f263c430,old,2,0.068,76.0,0.1429
GB,SW,With Process,0.8195,0.8986,0.6463,0.4259,0.8627,0.5703,,14.06,0f50fb19f263c430,old,2,0.025,76.0,0.1429
KNN,SW,With Process,0.8716,0.6623,0.3142,0.619,0.1952,0.2968,,0.01,0f50fb19f263c430,old,2,1.592,76.0,0.1429
LR,SW,With Process,0.8142,0.8577,0.5209,0.4076,0.7475,0.5275,,0.21,0f50fb19f263c430,old,3,0.006,76.0,0.1429
RF,SW,With Process,0.8916,0.8929,0.6362,0.7917,0.2976,0.4326,,2.278,0f50fb19f263c430,old,3,0.069,76.0,0.1429
GB,SW,With Process,0.8195,0.8986,0.6463,0.4259,0.8627,0.5703,,14.393,0f50fb19f263c430,old,3,0.026,76.0,0.1429
KNN,SW,With Process,0.8716,0.6623,0.3142,0.619,0.1952,0.2968,,0.01,0f50fb19f263c430,old,3,1.423,76.0,0.1429
LR,SW,With Process,0.8142,0.8577,0.5209,0.4076,0.7475,0.5275,,0.2,0f50fb19f263c430,old,4,0.005,76.0,0.1429
RF,SW,With Process,0.891,0.895,0.6376,0.7755,0.3019,0.4346,,2.073,0f50fb19f263c430,old,4,0.068,76.0,0.1429
GB,SW,With Process,0.8195,0.8986,0.6464,0.4259,0.8627,0.5703,,14.383,0f50fb19f263c430,old,4,0.027,76.0,0.1429
KNN,SW,With Process,0.8716,0.6623,0.3142,0.619,0.1952,0.2968,,0.01,0f50fb19f263c430,old,4,1.695,76.0,0.1429
LR,SW,With BoW,0.8278,0.8668,0.5538,0.4303,0.7426,0.5448,,1.859,0f50fb19f263c430,old,42,0.025,344.0,0.1429
RF,SW,With BoW,0.8926,0.8901,0.636,0.8067,0.2976,0.4348,,3.825,0f50fb19f263c430,old,42,0.12,344.0,0.1429
GB,SW,With BoW,0.8192,0.898,0.6449,0.4251,0.8595,0.5688,,32.247,0f50fb19f263c430,old,42,0.056,344.0,0.1429
KNN,SW,With BoW,0.8806,0.6707,0.3638,0.6946,0.2488,0.3664,,0.034,0f50fb19f263c430,old,42,4.75,344.0,0.1429
LR,SW,With BoW,0.8278,0.8668,0.5538,0.4303,0.7426,0.5448,,1.767,0f50fb19f263c430,old,1,0.023,344.0,0.1429
RF,SW,With BoW,0.8907,0.889,0.6314,0.7941,0.2874,0.422,,3.471,0f50fb19f263c430,old,1,0.094,344.0,0.1429
GB,SW,With BoW,0.8192,0.898,0.6449,0.4251,0.8595,0.5688,,31.467,0f50fb19f263c430,old,1,0.048,344.0,0.1429
KNN,SW,With BoW,0.8806,0.6707,0.3638,0.6946,0.2488,0.3664,,0.034,0f50fb19f263c430,old,1,4.426,344.0,0.1429
LR,SW,With BoW,0.8278,0.8668,0.5538,0.4303,0.7426,0.5448,,1.746,0f50fb19f263c430,old,2,0.022,344.0,0.1429
RF,SW,With BoW,0.891,0.8885,0.6319,0.7985,0.2869,0.4221,,3.628,0f50fb19f263c430,old,2,0.102,344.0,0.1429
GB,SW,With BoW,0.8193,0.8978,0.6448,0.4253,0.8595,0.569,,31.225,0f50fb19f263c430,old,2,0.045,344.0,0.1429
KNN,SW,With BoW,0.8806,0.6707,0.3638,0.6946,0.2488,0.3664,,0.032,0f50fb19f263c430,old,2,4.384,344.0,0.1429
LR,SW,With BoW,0.8278,0.8668,0.5538,0.4303,0.7426,0.5448,,1.655,0f50fb19f263c430,old,3,0.019,344.0,0.1429
RF,SW,With BoW,0.8932,0.8891,0.633,0.8098,0.3013,0.4392,,3.079,0f50fb19f263c430,old,3,0.122,344.0,0.1429
GB,SW,With BoW,0.8192,0.898,0.6449,0.4251,0.8595,0.5688,,30.151,0f50fb19f263c430,old,3,0.044,344.0,0.1429
KNN,SW,With BoW,0.8806,0.6707,0.3638,0.6946,0.2488,0.3664,,0.033,0f50fb19f263c430,old,3,4.669,344.0,0.1429
LR,SW,With BoW,0.8278,0.8668,0.5538,0.4303,0.7426,0.5448,,1.77,0f50fb19f263c430,old,4,0.02,344.0,0.1429
RF,SW,With BoW,0.8926,0.8884,0.6329,0.814,0.2933,0.4312,,3.248,0f50fb19f263c430,old,4,0.139,344.0,0.1429
GB,SW,With BoW,0.8192,0.898,0.6449,0.4251,0.8595,0.5688,,29.884,0f50fb19f263c430,old,4,0.045,344.0,0.1429
KNN,SW,With BoW,0.8806,0.6707,0.3638,0.6946,0.2488,0.3664,,0.032,0f50fb19f263c430,old,4,4.836,344.0,0.1429
LR,ICU,No Process,0.7254,0.749,0.387,0.2857,0.6407,0.3951,,0.11,14d2082d80407129,restricted,42,0.004,59.0,0.1345
RF,ICU,No Process,0.8643,0.7364,0.3662,0.6388,0.0705,0.127,,1.988,14d2082d80407129,restricted,42,0.078,59.0,0.1345
GB,ICU,No Process,0.7405,0.7504,0.395,0.2968,0.6232,0.4021,,10.42,14d2082d80407129,restricted,42,0.022,59.0,0.1345
KNN,ICU,No Process,0.8544,0.6033,0.2009,0.3985,0.0792,0.1322,,0.008,14d2082d80407129,restricted,42,3.245,59.0,0.1345
LR,ICU,No Process,0.7254,0.749,0.387,0.2857,0.6407,0.3951,,0.12,14d2082d80407129,restricted,1,0.005,59.0,0.1345
RF,ICU,No Process,0.8644,0.7388,0.3649,0.6295,0.0768,0.1369,,2.128,14d2082d80407129,restricted,1,0.079,59.0,0.1345
GB,ICU,No Process,0.7405,0.7504,0.3947,0.2968,0.6232,0.4021,,10.315,14d2082d80407129,restricted,1,0.02,59.0,0.1345
KNN,ICU,No Process,0.8544,0.6033,0.2009,0.3985,0.0792,0.1322,,0.007,14d2082d80407129,restricted,1,1.653,59.0,0.1345
LR,ICU,No Process,0.7254,0.749,0.387,0.2857,0.6407,0.3951,,0.125,14d2082d80407129,restricted,2,0.005,59.0,0.1345
RF,ICU,No Process,0.8645,0.7385,0.3648,0.6341,0.0758,0.1355,,2.163,14d2082d80407129,restricted,2,0.079,59.0,0.1345
GB,ICU,No Process,0.7405,0.7504,0.3947,0.2968,0.6232,0.4021,,10.229,14d2082d80407129,restricted,2,0.025,59.0,0.1345
KNN,ICU,No Process,0.8544,0.6033,0.2009,0.3985,0.0792,0.1322,,0.008,14d2082d80407129,restricted,2,1.48,59.0,0.1345
LR,ICU,No Process,0.7254,0.749,0.387,0.2857,0.6407,0.3951,,0.102,14d2082d80407129,restricted,3,0.008,59.0,0.1345
RF,ICU,No Process,0.8638,0.7391,0.3601,0.6038,0.0778,0.1378,,2.026,14d2082d80407129,restricted,3,0.078,59.0,0.1345
GB,ICU,No Process,0.7405,0.7504,0.3947,0.2968,0.6232,0.4021,,10.89,14d2082d80407129,restricted,3,0.02,59.0,0.1345
KNN,ICU,No Process,0.8544,0.6033,0.2009,0.3985,0.0792,0.1322,,0.007,14d2082d80407129,restricted,3,1.787,59.0,0.1345
LR,ICU,No Process,0.7254,0.749,0.387,0.2857,0.6407,0.3951,,0.146,14d2082d80407129,restricted,4,0.005,59.0,0.1345
RF,ICU,No Process,0.8646,0.7405,0.3677,0.6463,0.0719,0.1295,,1.996,14d2082d80407129,restricted,4,0.068,59.0,0.1345
GB,ICU,No Process,0.7405,0.7504,0.3947,0.2968,0.6232,0.4021,,9.97,14d2082d80407129,restricted,4,0.02,59.0,0.1345
KNN,ICU,No Process,0.8544,0.6033,0.2009,0.3985,0.0792,0.1322,,0.008,14d2082d80407129,restricted,4,1.432,59.0,0.1345
LR,ICU,With Process,0.7488,0.7739,0.4369,0.3122,0.6602,0.4239,,0.179,14d2082d80407129,restricted,42,0.006,76.0,0.1345
RF,ICU,With Process,0.8676,0.8029,0.4352,0.711,0.0909,0.1612,,2.54,14d2082d80407129,restricted,42,0.078,76.0,0.1345
GB,ICU,With Process,0.7564,0.8097,0.454,0.3304,0.7214,0.4533,,15.549,14d2082d80407129,restricted,42,0.029,76.0,0.1345
KNN,ICU,With Process,0.8539,0.5906,0.1928,0.3797,0.069,0.1168,,0.009,14d2082d80407129,restricted,42,1.712,76.0,0.1345
LR,ICU,With Process,0.7488,0.7739,0.4369,0.3122,0.6602,0.4239,,0.148,14d2082d80407129,restricted,1,0.005,76.0,0.1345
RF,ICU,With Process,0.8667,0.8012,0.4281,0.7143,0.0802,0.1442,,2.306,14d2082d80407129,restricted,1,0.078,76.0,0.1345
GB,ICU,With Process,0.7564,0.8097,0.4541,0.3304,0.7214,0.4533,,16.049,14d2082d80407129,restricted,1,0.023,76.0,0.1345
KNN,ICU,With Process,0.8539,0.5906,0.1928,0.3797,0.069,0.1168,,0.01,14d2082d80407129,restricted,1,1.61,76.0,0.1345
LR,ICU,With Process,0.7488,0.7739,0.4369,0.3122,0.6602,0.4239,,0.15,14d2082d80407129,restricted,2,0.005,76.0,0.1345
RF,ICU,With Process,0.8663,0.8022,0.4307,0.6914,0.0817,0.1461,,2.276,14d2082d80407129,restricted,2,0.068,76.0,0.1345
GB,ICU,With Process,0.7564,0.8097,0.4541,0.3304,0.7214,0.4533,,15.565,14d2082d80407129,restricted,2,0.023,76.0,0.1345
KNN,ICU,With Process,0.8539,0.5906,0.1928,0.3797,0.069,0.1168,,0.01,14d2082d80407129,restricted,2,1.604,76.0,0.1345
LR,ICU,With Process,0.7488,0.7739,0.4369,0.3122,0.6602,0.4239,,0.154,14d2082d80407129,restricted,3,0.005,76.0,0.1345
RF,ICU,With Process,0.8661,0.8057,0.429,0.6718,0.0856,0.1518,,2.246,14d2082d80407129,restricted,3,0.068,76.0,0.1345
GB,ICU,With Process,0.7564,0.8097,0.4541,0.3304,0.7214,0.4533,,16.013,14d2082d80407129,restricted,3,0.024,76.0,0.1345
KNN,ICU,With Process,0.8539,0.5906,0.1928,0.3797,0.069,0.1168,,0.01,14d2082d80407129,restricted,3,1.627,76.0,0.1345
LR,ICU,With Process,0.7488,0.7739,0.4369,0.3122,0.6602,0.4239,,0.16,14d2082d80407129,restricted,4,0.005,76.0,0.1345
RF,ICU,With Process,0.8669,0.8019,0.4292,0.6965,0.087,0.1547,,2.368,14d2082d80407129,restricted,4,0.09,76.0,0.1345
GB,ICU,With Process,0.7564,0.8097,0.4541,0.3304,0.7214,0.4533,,15.616,14d2082d80407129,restricted,4,0.023,76.0,0.1345
KNN,ICU,With Process,0.8539,0.5906,0.1928,0.3797,0.069,0.1168,,0.01,14d2082d80407129,restricted,4,1.616,76.0,0.1345
LR,ICU,With BoW,0.7515,0.7722,0.4363,0.3142,0.6558,0.4249,,1.63,14d2082d80407129,restricted,42,0.02,356.0,0.1345
RF,ICU,With BoW,0.8631,0.7932,0.4095,0.713,0.0374,0.0711,,3.803,14d2082d80407129,restricted,42,0.112,356.0,0.1345
GB,ICU,With BoW,0.7534,0.8117,0.458,0.3268,0.7185,0.4492,,35.929,14d2082d80407129,restricted,42,0.056,356.0,0.1345
KNN,ICU,With BoW,0.8533,0.5836,0.1823,0.3486,0.0554,0.0956,,0.039,14d2082d80407129,restricted,42,6.068,356.0,0.1345
LR,ICU,With BoW,0.7515,0.7722,0.4363,0.3142,0.6558,0.4249,,1.977,14d2082d80407129,restricted,1,0.021,356.0,0.1345
RF,ICU,With BoW,0.8616,0.7905,0.4015,0.6117,0.0306,0.0583,,3.923,14d2082d80407129,restricted,1,0.111,356.0,0.1345
GB,ICU,With BoW,0.7534,0.8117,0.458,0.3268,0.7185,0.4492,,36.56,14d2082d80407129,restricted,1,0.066,356.0,0.1345
KNN,ICU,With BoW,0.8533,0.5836,0.1823,0.3486,0.0554,0.0956,,0.042,14d2082d80407129,restricted,1,6.227,356.0,0.1345
LR,ICU,With BoW,0.7515,0.7722,0.4363,0.3142,0.6558,0.4249,,1.719,14d2082d80407129,restricted,2,0.02,356.0,0.1345
RF,ICU,With BoW,0.8621,0.7936,0.4058,0.6372,0.035,0.0664,,4.535,14d2082d80407129,restricted,2,0.135,356.0,0.1345
GB,ICU,With BoW,0.7534,0.8117,0.458,0.3268,0.7185,0.4492,,33.797,14d2082d80407129,restricted,2,0.048,356.0,0.1345
KNN,ICU,With BoW,0.8533,0.5836,0.1823,0.3486,0.0554,0.0956,,0.036,14d2082d80407129,restricted,2,4.804,356.0,0.1345
LR,ICU,With BoW,0.7515,0.7722,0.4363,0.3142,0.6558,0.4249,,1.556,14d2082d80407129,restricted,3,0.021,356.0,0.1345
RF,ICU,With BoW,0.8633,0.793,0.4114,0.7025,0.0413,0.0781,,3.786,14d2082d80407129,restricted,3,0.092,356.0,0.1345
