Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.3669,0.5533,0.0875,0.0856,0.7435,0.1534,16,15.1,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.7709,0.8336,0.2679,0.2181,0.7618,0.3391,24,24.3,0f50fb19f263c430
