Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.3597,0.5575,0.0895,0.0851,0.7483,0.1528,29,26.9,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.7731,0.8326,0.27,0.2192,0.757,0.3399,28,27.9,0f50fb19f263c430
