Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.3844,0.5609,0.1061,0.1034,0.7425,0.1815,13,12.3,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.823,0.8286,0.312,0.2929,0.6543,0.4046,33,33.0,0f50fb19f263c430
