Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.4078,0.5638,0.108,0.1057,0.7296,0.1846,28,26.2,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.7782,0.8326,0.3186,0.2572,0.7482,0.3828,28,28.4,0f50fb19f263c430
