Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.3787,0.551,0.0864,0.0857,0.729,0.1533,18,16.8,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.761,0.8298,0.2664,0.2108,0.7647,0.3306,26,26.2,0f50fb19f263c430
