Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.326,0.6216,0.0311,0.0289,0.8701,0.0559,13,12.7,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.7409,0.8456,0.1151,0.069,0.8247,0.1274,22,22.5,0f50fb19f263c430
