Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,ICU,Sequence Only,0.338,0.5451,0.1557,0.151,0.807,0.2545,38,38.3,14d2082d80407129
GRU,ICU,Sequence + Tabular,0.7533,0.7885,0.4402,0.3172,0.6612,0.4287,26,28.5,14d2082d80407129
GRU,SW,Sequence Only,0.685,0.6947,0.6351,0.7232,0.5124,0.5998,16,3.1,476006eb47fe7cf9
GRU,SW,Sequence + Tabular,0.7425,0.8086,0.807,0.7511,0.6597,0.7024,39,8.3,476006eb47fe7cf9
