Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.4279,0.6189,0.0307,0.0304,0.776,0.0585,16,15.8,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.7731,0.8354,0.1099,0.0761,0.7987,0.1389,28,28.2,0f50fb19f263c430
