Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.3442,0.5581,0.106,0.1023,0.7887,0.181,12,11.3,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.813,0.83,0.3168,0.2856,0.6891,0.4038,34,34.1,0f50fb19f263c430
