Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.3659,0.5577,0.0901,0.0855,0.7445,0.1534,30,28.1,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.7278,0.8305,0.2766,0.196,0.8149,0.316,23,23.4,0f50fb19f263c430
