Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,SW,Sequence Only,0.4728,0.6174,0.0309,0.031,0.7273,0.0595,13,12.2,0f50fb19f263c430
GRU,SW,Sequence + Tabular,0.6783,0.8381,0.1105,0.0585,0.8636,0.1096,24,24.1,0f50fb19f263c430
