Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
GRU,ICU,Sequence Only,0.3289,0.5412,0.1537,0.1499,0.8123,0.2531,27,28.0,14d2082d80407129
GRU,ICU,Sequence + Tabular,0.7454,0.7889,0.4412,0.3111,0.6743,0.4258,24,27.1,14d2082d80407129
GRU,SW,Sequence Only,0.6839,0.6934,0.6344,0.7143,0.5233,0.604,17,3.4,476006eb47fe7cf9
GRU,SW,Sequence + Tabular,0.7332,0.8041,0.8036,0.7235,0.6814,0.7018,53,11.8,476006eb47fe7cf9
