Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.4041,0.5535,0.0885,0.0863,0.7011,0.1537,26,24.4,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7725,0.8342,0.2712,0.2177,0.7512,0.3376,30,30.0,0f50fb19f263c430
