Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.4269,0.6226,0.0309,0.0304,0.776,0.0584,13,12.9,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7344,0.8424,0.1072,0.0688,0.8442,0.1272,28,28.7,0f50fb19f263c430
