Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.3353,0.55,0.0864,0.0836,0.7647,0.1508,13,12.4,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7739,0.8326,0.2726,0.219,0.7522,0.3393,27,27.3,0f50fb19f263c430
