Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.339,0.5486,0.1543,0.151,0.8051,0.2543,30,30.5,14d2082d80407129
LSTM,ICU,Sequence + Tabular,0.7518,0.7872,0.4351,0.3157,0.6621,0.4276,21,23.1,14d2082d80407129
LSTM,SW,Sequence Only,0.6843,0.6972,0.6337,0.7141,0.5248,0.605,23,4.6,476006eb47fe7cf9
LSTM,SW,Sequence + Tabular,0.7339,0.8049,0.8021,0.7583,0.6202,0.6823,51,10.9,476006eb47fe7cf9
