Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.4055,0.5614,0.1058,0.1049,0.7255,0.1832,31,29.1,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.8002,0.8341,0.3231,0.2758,0.7223,0.3992,32,32.2,0f50fb19f263c430
