Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.2736,0.6039,0.0301,0.0278,0.9026,0.0539,11,10.7,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7473,0.8401,0.1078,0.0697,0.8117,0.1283,23,23.6,0f50fb19f263c430
