Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.4153,0.5622,0.1059,0.106,0.7215,0.1849,22,20.9,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7991,0.8315,0.3121,0.2744,0.7215,0.3976,30,30.3,0f50fb19f263c430
