Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.4412,0.6152,0.0308,0.0304,0.7565,0.0584,31,29.2,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7242,0.8396,0.1125,0.0646,0.8182,0.1197,20,20.2,0f50fb19f263c430
