Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.3286,0.5382,0.1647,0.1612,0.8151,0.2691,50,58.8,6e09b6e8a1606e84
LSTM,ICU,Sequence + Tabular,0.8051,0.8092,0.5279,0.4062,0.6188,0.4905,32,40.9,6e09b6e8a1606e84
LSTM,SW,Sequence Only,0.8756,0.646,0.3265,0.627,0.2568,0.3644,17,15.9,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.8313,0.8797,0.613,0.4372,0.7507,0.5526,27,27.3,0f50fb19f263c430
