Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.3368,0.5498,0.1582,0.1507,0.8065,0.254,24,24.3,14d2082d80407129
LSTM,ICU,Sequence + Tabular,0.7612,0.7855,0.4389,0.3244,0.6519,0.4332,22,24.0,14d2082d80407129
LSTM,SW,Sequence Only,0.6843,0.6964,0.636,0.7137,0.5256,0.6054,20,4.0,476006eb47fe7cf9
LSTM,SW,Sequence + Tabular,0.7354,0.8085,0.8067,0.7521,0.6349,0.6885,49,10.4,476006eb47fe7cf9
