Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.2966,0.535,0.127,0.1263,0.8312,0.2192,25,31.0,6e09b6e8a1606e84
LSTM,ICU,Sequence + Tabular,0.7434,0.7901,0.3827,0.2703,0.6828,0.3873,38,51.3,6e09b6e8a1606e84
LSTM,SW,Sequence Only,0.9133,0.6961,0.3576,0.5611,0.3628,0.4407,18,17.7,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.8476,0.8956,0.599,0.3553,0.7597,0.4841,24,25.6,0f50fb19f263c430
