Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.2434,0.5311,0.1267,0.1255,0.8994,0.2202,24,30.0,6e09b6e8a1606e84
LSTM,ICU,Sequence + Tabular,0.736,0.7856,0.3789,0.2653,0.6907,0.3833,27,36.9,6e09b6e8a1606e84
LSTM,SW,Sequence Only,0.9261,0.6942,0.3566,0.7267,0.3447,0.4676,15,14.8,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.8466,0.8929,0.6047,0.3546,0.7676,0.4851,41,44.0,0f50fb19f263c430
