Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.2992,0.54,0.1289,0.1273,0.8367,0.221,45,54.7,6e09b6e8a1606e84
LSTM,ICU,Sequence + Tabular,0.778,0.786,0.3853,0.2982,0.6419,0.4072,34,44.8,6e09b6e8a1606e84
LSTM,SW,Sequence Only,0.9111,0.692,0.3585,0.5414,0.3668,0.4373,18,17.4,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.8603,0.894,0.6064,0.3755,0.7296,0.4958,32,33.8,0f50fb19f263c430
