Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,SW,Sequence Only,0.3279,0.6176,0.0309,0.0289,0.8701,0.056,21,19.8,0f50fb19f263c430
LSTM,SW,Sequence + Tabular,0.7284,0.8357,0.1152,0.0655,0.8182,0.1213,24,24.2,0f50fb19f263c430
