Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
LSTM,ICU,Sequence Only,0.335,0.5458,0.1574,0.1511,0.8123,0.2549,28,28.4,14d2082d80407129
LSTM,ICU,Sequence + Tabular,0.7526,0.7905,0.4427,0.3168,0.6636,0.4288,30,32.5,14d2082d80407129
LSTM,SW,Sequence Only,0.685,0.6799,0.6232,0.7247,0.5101,0.5987,11,2.2,476006eb47fe7cf9
LSTM,SW,Sequence + Tabular,0.7407,0.8099,0.8078,0.7474,0.6605,0.7012,37,7.8,476006eb47fe7cf9
