Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.4348,0.5617,0.1053,0.1066,0.698,0.185,19,21.8,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.7335,0.8326,0.3167,0.2301,0.8097,0.3584,27,33.1,0f50fb19f263c430
