Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,ICU,Sequence Only,0.3424,0.5443,0.1563,0.1512,0.8012,0.2543,35,41.5,14d2082d80407129
BiGRU,ICU,Sequence + Tabular,0.7487,0.7881,0.4397,0.3143,0.6728,0.4285,26,32.9,14d2082d80407129
BiGRU,SW,Sequence Only,0.6861,0.6957,0.6415,0.7152,0.5295,0.6085,36,8.4,476006eb47fe7cf9
BiGRU,SW,Sequence + Tabular,0.7368,0.8058,0.8029,0.7377,0.6651,0.6996,37,9.1,476006eb47fe7cf9
