Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.4198,0.6119,0.0306,0.0299,0.7727,0.0575,23,25.5,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.7639,0.8428,0.1005,0.0743,0.8117,0.1361,32,37.6,0f50fb19f263c430
