Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.4004,0.5566,0.0892,0.0865,0.7078,0.1541,18,20.3,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.7962,0.8258,0.2596,0.2296,0.6962,0.3453,24,28.2,0f50fb19f263c430
