Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,ICU,Sequence Only,0.345,0.544,0.1539,0.1513,0.7978,0.2543,30,35.6,14d2082d80407129
BiGRU,ICU,Sequence + Tabular,0.753,0.79,0.4412,0.3183,0.6694,0.4315,22,27.9,14d2082d80407129
BiGRU,SW,Sequence Only,0.6875,0.6971,0.6379,0.7173,0.531,0.6102,31,7.2,476006eb47fe7cf9
BiGRU,SW,Sequence + Tabular,0.7393,0.8072,0.8075,0.7513,0.6488,0.6963,52,12.9,476006eb47fe7cf9
