Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.4177,0.5639,0.1059,0.1059,0.7166,0.1845,24,27.8,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.8027,0.8356,0.326,0.282,0.7417,0.4087,31,38.2,0f50fb19f263c430
