Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,ICU,Sequence Only,0.3222,0.5446,0.1579,0.1512,0.8323,0.2558,19,22.7,14d2082d80407129
BiGRU,ICU,Sequence + Tabular,0.7521,0.7882,0.4399,0.3163,0.6636,0.4284,21,26.7,14d2082d80407129
BiGRU,SW,Sequence Only,0.685,0.6958,0.6364,0.7143,0.5271,0.6066,16,3.8,476006eb47fe7cf9
BiGRU,SW,Sequence + Tabular,0.7429,0.807,0.8059,0.7582,0.6488,0.6992,34,8.4,476006eb47fe7cf9
