Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.3641,0.5653,0.1084,0.1031,0.7684,0.1818,27,30.8,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.8105,0.8295,0.3027,0.2823,0.6883,0.4004,30,37.0,0f50fb19f263c430
