Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.3295,0.6195,0.0308,0.029,0.8701,0.0562,16,17.6,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.7784,0.8394,0.1084,0.077,0.789,0.1403,30,34.9,0f50fb19f263c430
