Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,ICU,Sequence Only,0.714,0.5273,0.1259,0.1271,0.24,0.1662,15,21.3,6e09b6e8a1606e84
BiGRU,ICU,Sequence + Tabular,0.7257,0.7858,0.3824,0.2577,0.6962,0.3762,21,31.9,6e09b6e8a1606e84
BiGRU,SW,Sequence Only,0.9103,0.693,0.3584,0.5345,0.3676,0.4356,15,16.9,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.8486,0.8953,0.6112,0.3562,0.7542,0.4839,34,40.7,0f50fb19f263c430
