Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiGRU,SW,Sequence Only,0.4207,0.613,0.0307,0.03,0.776,0.0579,32,34.8,0f50fb19f263c430
BiGRU,SW,Sequence + Tabular,0.7314,0.8428,0.1076,0.0671,0.8312,0.1242,17,19.8,0f50fb19f263c430
